positions,skills
['agile project lead'],"['Customer Retention', 'Google Analytics', 'A/B Testing', 'Issue Tracking', 'Stakeholder Management', 'Team Coordination', 'Reporting', 'Scheduling', 'Risk Management', 'Communication', 'Scope Management']"
"['project manager', 'assistant project manager']","['A/B Testing', 'Project Planning', 'Documentation', 'Communication', 'Google Analytics', 'Reporting', 'Presentation', 'Scope Management', 'Team Coordination', 'User Research', 'Budgeting', 'Customer Retention', 'Risk Management', 'Stakeholder Management', 'Performance Metrics', 'Scheduling', 'MS Project']"
"['android intern', 'mobile application developer']","['Glide', 'Notifications', 'Version Control', 'Android SDK', 'REST APIs', 'Performance Optimization', 'Fragments', 'UI Design', 'Retrofit', 'Play Store Deployment', 'MVVM', 'Java', 'React Native', 'XML', 'App Lifecycle', 'Bug Fixing', 'Firebase', 'Kotlin']"
"['software engineer', 'cloud data engineer']","['Databases', 'API Integration', 'System Design', 'Algorithms', 'Data Structures', 'Web Development', 'Infrastructure as Code', 'Git', 'DevOps', 'Docker', 'Microservices', 'ETL Pipelines', 'Code Review', 'Testing']"
['assistant project manager'],"['Presentation', 'Reporting', 'Wireframing', 'Customer Retention', 'MS Project', 'Google Analytics', 'Documentation', 'A/B Testing', 'Issue Tracking', 'Communication', 'Time Management', 'Project Planning', 'User Research', 'Scheduling', 'Stakeholder Management', 'Team Coordination']"
"['cloud data engineer', 'devops engineer']","['Docker', 'Git', 'CI/CD', 'Algorithms', 'System Design', 'Terraform', 'Version Control', 'Databases', 'Programming', 'DevOps', 'Object-Oriented Design']"
"['machine learning engineer', 'ai researcher']","['PyTorch', 'SQL', 'Visualization', 'Predictive Modeling', 'Snowflake', 'ANN', 'Data Analysis', 'Feature Engineering', 'TensorFlow', 'Regression', 'Classification', 'Statistics', 'Clustering']"
"['software engineer', 'cloud data engineer']","['Object-Oriented Design', 'Deployment', 'Golang', 'Testing', 'Docker', 'Version Control', 'Microservices', 'System Design', 'ETL Pipelines', 'Data Structures', 'Terraform', 'Algorithms', 'Git', 'Databases', 'DevOps']"
"['assistant project manager', 'agile project lead']","['Scheduling', 'Project Planning', 'Team Coordination', 'Reporting', 'Google Analytics', 'Stakeholder Management', 'MS Project', 'Time Management', 'Presentation', 'User Research', 'Scope Management', 'Issue Tracking', 'A/B Testing', 'Performance Metrics', 'Documentation', 'Wireframing']"
"['machine learning engineer', 'ai researcher']","['Big Data', 'Python', 'Regression', 'Predictive Modeling', 'Classification', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Clustering', 'Feature Engineering', 'CNN', 'ANN', 'Dimensionality Reduction', 'Statistics', 'NLP']"
"['project manager', 'assistant project manager']","['User Research', 'A/B Testing', 'Communication', 'Documentation', 'Scope Management', 'Budgeting', 'Risk Management', 'Customer Retention', 'Performance Metrics', 'Stakeholder Management', 'Time Management', 'Scheduling', 'Google Analytics']"
"['data scientist', 'ai researcher']","['Tableau', 'Machine Learning', 'TensorFlow', 'RNN', 'Classification', 'Clustering', 'Exploratory Data Analysis', 'ANN', 'Snowflake', 'CNN', 'Big Data', 'Statistics', 'Deep Learning', 'Data Analysis', 'Visualization', 'Data Cleaning', 'Feature Engineering', 'NLP', 'SQL', 'PyTorch']"
"['android developer', 'android intern']","['XML', 'React Native', 'Testing', 'Fragments', 'Kotlin', 'REST APIs', 'Bug Fixing', 'Android SDK', 'Java', 'UI Design', 'Firebase', 'Version Control', 'App Lifecycle', 'Retrofit', 'Performance Optimization', 'MVVM', 'Notifications']"
['android developer'],"['Performance Optimization', 'Java', 'Kotlin', 'App Lifecycle', 'MVVM', 'UI Design', 'Bug Fixing', 'XML', 'Glide', 'Notifications', 'Testing', 'Firebase', 'Play Store Deployment', 'Retrofit', 'REST APIs', 'Android SDK', 'Fragments', 'Version Control', 'React Native']"
"['android intern', 'mobile application developer']","['UI Design', 'Fragments', 'Android SDK', 'Firebase', 'Kotlin', 'Java', 'App Lifecycle', 'Performance Optimization', 'Notifications', 'Bug Fixing', 'Glide', 'Testing', 'React Native', 'Version Control', 'Play Store Deployment']"
"['project manager', 'assistant project manager']","['A/B Testing', 'Documentation', 'MS Project', 'Performance Metrics', 'Wireframing', 'Stakeholder Management', 'Scheduling', 'Communication', 'Budgeting', 'Presentation', 'User Research', 'Project Planning', 'Risk Management', 'Reporting', 'Team Coordination']"
['android intern'],"['Glide', 'Notifications', 'UI Design', 'Performance Optimization', 'XML', 'Java', 'Android SDK', 'MVVM', 'Play Store Deployment', 'App Lifecycle', 'Bug Fixing', 'Firebase', 'Kotlin', 'React Native', 'Version Control', 'Retrofit', 'Testing', 'REST APIs']"
"['mobile application developer', 'android developer']","['App Lifecycle', 'Retrofit', 'XML', 'Notifications', 'Glide', 'MVVM', 'Fragments', 'Bug Fixing', 'React Native', 'UI Design', 'REST APIs', 'Java', 'Performance Optimization', 'Kotlin', 'Android SDK']"
"['agile project lead', 'assistant project manager']","['Team Coordination', 'Budgeting', 'Customer Retention', 'Issue Tracking', 'Documentation', 'Project Planning', 'MS Project', 'Reporting', 'Stakeholder Management', 'Presentation', 'User Research', 'Performance Metrics', 'Scheduling', 'Time Management']"
"['devops engineer', 'cloud data engineer']","['Programming', 'Git', 'Infrastructure as Code', 'Deployment', 'Code Review', 'Version Control', 'Testing', 'CI/CD', 'System Design', 'Object-Oriented Design', 'Terraform', 'DevOps', 'API Integration', 'Data Structures', 'Debugging', 'Golang']"
"['android developer', 'android intern']","['Firebase', 'Kotlin', 'App Lifecycle', 'MVVM', 'Fragments', 'Java', 'Bug Fixing', 'UI Design', 'Retrofit', 'Glide', 'REST APIs', 'React Native', 'Notifications']"
['data scientist'],"['Feature Engineering', 'Statistics', 'TensorFlow', 'Snowflake', 'RNN', 'Predictive Modeling', 'CNN', 'Visualization', 'Dimensionality Reduction', 'NLP', 'Python', 'Data Analysis', 'Tableau', 'PyTorch', 'Exploratory Data Analysis']"
['data scientist'],"['Data Analysis', 'Data Cleaning', 'Exploratory Data Analysis', 'Visualization', 'Snowflake', 'Predictive Modeling', 'SQL', 'RNN', 'Tableau', 'Classification', 'Statistics', 'Big Data', 'CNN', 'Regression', 'Deep Learning', 'Feature Engineering', 'PyTorch', 'Dimensionality Reduction']"
['ai researcher'],"['Machine Learning', 'Exploratory Data Analysis', 'Data Cleaning', 'Python', 'CNN', 'Tableau', 'TensorFlow', 'Visualization', 'SQL', 'Data Analysis', 'ANN', 'Classification', 'Dimensionality Reduction', 'Predictive Modeling', 'Big Data', 'NLP', 'Deep Learning']"
['cloud data engineer'],"['Git', 'Databases', 'Programming', 'Debugging', 'Version Control', 'Microservices', 'Deployment', 'API Integration', 'Object-Oriented Design', 'Infrastructure as Code', 'System Design', 'Web Development', 'Testing', 'Golang', 'ETL Pipelines']"
"['android intern', 'mobile application developer']","['React Native', 'Play Store Deployment', 'Kotlin', 'REST APIs', 'Glide', 'Firebase', 'Performance Optimization', 'Version Control', 'UI Design', 'Fragments', 'Testing', 'Retrofit', 'MVVM', 'Notifications', 'App Lifecycle', 'Android SDK', 'Java', 'Bug Fixing', 'XML']"
"['ai researcher', 'machine learning engineer']","['Python', 'RNN', 'Deep Learning', 'CNN', 'Snowflake', 'Classification', 'Feature Engineering', 'Predictive Modeling', 'Dimensionality Reduction', 'PyTorch', 'SQL', 'Data Analysis', 'Regression', 'Exploratory Data Analysis', 'NLP', 'ANN', 'Clustering', 'Machine Learning', 'Visualization']"
"['devops engineer', 'software engineer']","['CI/CD', 'Programming', 'DevOps', 'Golang', 'Object-Oriented Design', 'Testing', 'Terraform', 'Git', 'API Integration', 'Microservices', 'Infrastructure as Code', 'Algorithms', 'ETL Pipelines']"
"['data scientist', 'machine learning engineer']","['Regression', 'Data Analysis', 'Visualization', 'Machine Learning', 'Predictive Modeling', 'Classification', 'Snowflake', 'Feature Engineering', 'SQL', 'Exploratory Data Analysis', 'PyTorch', 'RNN', 'Dimensionality Reduction']"
['android intern'],"['Kotlin', 'Retrofit', 'Fragments', 'UI Design', 'Bug Fixing', 'Java', 'Performance Optimization', 'REST APIs', 'Testing', 'MVVM', 'Version Control', 'Glide', 'XML', 'App Lifecycle']"
"['assistant project manager', 'project manager']","['Scheduling', 'Project Planning', 'Documentation', 'A/B Testing', 'Wireframing', 'Customer Retention', 'Stakeholder Management', 'Google Analytics', 'Time Management', 'MS Project', 'Budgeting', 'Reporting']"
['mobile application developer'],"['Glide', 'MVVM', 'Play Store Deployment', 'React Native', 'App Lifecycle', 'REST APIs', 'Notifications', 'Kotlin', 'Testing', 'Fragments', 'XML', 'Performance Optimization', 'Bug Fixing', 'Firebase']"
['mobile application developer'],"['Bug Fixing', 'UI Design', 'REST APIs', 'Fragments', 'Play Store Deployment', 'Android SDK', 'XML', 'Performance Optimization', 'Java', 'Version Control', 'Retrofit', 'Firebase', 'MVVM', 'App Lifecycle', 'Glide', 'Testing', 'React Native', 'Kotlin', 'Notifications']"
['agile project lead'],"['Issue Tracking', 'Budgeting', 'Customer Retention', 'Stakeholder Management', 'Performance Metrics', 'Risk Management', 'Scheduling', 'Presentation', 'Scope Management', 'A/B Testing', 'Reporting']"
['android intern'],"['Performance Optimization', 'Retrofit', 'Play Store Deployment', 'MVVM', 'XML', 'Glide', 'Firebase', 'REST APIs', 'UI Design', 'Kotlin', 'Fragments', 'Testing', 'Bug Fixing', 'Android SDK']"
"['project manager', 'assistant project manager']","['Team Coordination', 'Google Analytics', 'Risk Management', 'MS Project', 'Communication', 'Reporting', 'Presentation', 'A/B Testing', 'Performance Metrics', 'Scope Management', 'Issue Tracking', 'Stakeholder Management', 'Wireframing', 'Customer Retention', 'Time Management', 'Budgeting', 'Documentation', 'User Research']"
"['agile project lead', 'project manager']","['Customer Retention', 'Budgeting', 'Reporting', 'A/B Testing', 'Stakeholder Management', 'Wireframing', 'User Research', 'Project Planning', 'MS Project', 'Communication']"
['android developer'],"['MVVM', 'Retrofit', 'Testing', 'UI Design', 'Android SDK', 'App Lifecycle', 'Kotlin', 'Fragments', 'Bug Fixing', 'Java', 'Performance Optimization', 'Glide', 'XML', 'Version Control']"
['cloud data engineer'],"['Microservices', 'Testing', 'Debugging', 'Version Control', 'Infrastructure as Code', 'Databases', 'Algorithms', 'Terraform', 'Web Development', 'ETL Pipelines', 'Programming']"
"['devops engineer', 'cloud data engineer']","['Golang', 'Microservices', 'Algorithms', 'Terraform', 'CI/CD', 'Debugging', 'API Integration', 'Git', 'Object-Oriented Design', 'Programming', 'Infrastructure as Code', 'Data Structures', 'Databases', 'Deployment', 'DevOps', 'Version Control', 'ETL Pipelines']"
"['assistant project manager', 'project manager']","['Risk Management', 'Budgeting', 'Documentation', 'Time Management', 'User Research', 'Issue Tracking', 'Team Coordination', 'Project Planning', 'MS Project', 'A/B Testing', 'Performance Metrics', 'Scope Management', 'Customer Retention', 'Presentation', 'Scheduling', 'Communication', 'Wireframing', 'Google Analytics', 'Stakeholder Management', 'Reporting']"
['software engineer'],"['Databases', 'Algorithms', 'Golang', 'Deployment', 'Infrastructure as Code', 'Programming', 'Version Control', 'Object-Oriented Design', 'ETL Pipelines', 'Testing', 'System Design', 'Git', 'API Integration', 'Debugging', 'Terraform', 'CI/CD', 'Microservices', 'Web Development', 'DevOps']"
"['mobile application developer', 'android intern']","['Testing', 'React Native', 'UI Design', 'Glide', 'Retrofit', 'Bug Fixing', 'Play Store Deployment', 'Notifications', 'Fragments', 'Performance Optimization', 'App Lifecycle', 'Firebase', 'XML', 'Android SDK', 'Version Control', 'Kotlin', 'MVVM', 'REST APIs']"
"['ai researcher', 'data scientist']","['Exploratory Data Analysis', 'Feature Engineering', 'Machine Learning', 'Data Cleaning', 'TensorFlow', 'Clustering', 'Tableau', 'ANN', 'Regression', 'Python', 'RNN']"
"['software engineer', 'cloud data engineer']","['Golang', 'Terraform', 'Version Control', 'System Design', 'Debugging', 'ETL Pipelines', 'Databases', 'Object-Oriented Design', 'Web Development', 'API Integration', 'CI/CD', 'Programming', 'Algorithms', 'Data Structures', 'Docker', 'Deployment', 'Git', 'DevOps', 'Infrastructure as Code', 'Microservices']"
"['ai researcher', 'machine learning engineer']","['Python', 'Big Data', 'Data Cleaning', 'Clustering', 'Visualization', 'Feature Engineering', 'RNN', 'Statistics', 'CNN', 'Tableau']"
"['agile project lead', 'assistant project manager']","['Project Planning', 'Team Coordination', 'A/B Testing', 'Communication', 'User Research', 'Wireframing', 'Customer Retention', 'Presentation', 'Performance Metrics', 'Scope Management', 'Stakeholder Management', 'Time Management', 'Google Analytics', 'Reporting', 'Documentation', 'Scheduling', 'Budgeting']"
['software engineer'],"['Programming', 'Testing', 'Infrastructure as Code', 'Terraform', 'Data Structures', 'Docker', 'Databases', 'Debugging', 'Deployment', 'Code Review', 'Object-Oriented Design', 'Git', 'System Design', 'DevOps']"
"['agile project lead', 'project manager']","['User Research', 'Customer Retention', 'Issue Tracking', 'Performance Metrics', 'Scope Management', 'Stakeholder Management', 'A/B Testing', 'Google Analytics', 'MS Project', 'Risk Management', 'Budgeting', 'Team Coordination']"
['ai researcher'],"['Deep Learning', 'Clustering', 'Classification', 'Visualization', 'TensorFlow', 'ANN', 'Exploratory Data Analysis', 'Statistics', 'NLP', 'Feature Engineering', 'Machine Learning']"
['devops engineer'],"['Algorithms', 'Debugging', 'Web Development', 'Databases', 'CI/CD', 'Version Control', 'Infrastructure as Code', 'Git', 'Object-Oriented Design', 'Testing', 'DevOps', 'Data Structures', 'Docker', 'Deployment', 'Code Review', 'API Integration', 'Terraform', 'Golang']"
['android developer'],"['Retrofit', 'Kotlin', 'XML', 'Android SDK', 'Version Control', 'React Native', 'App Lifecycle', 'Glide', 'Bug Fixing', 'MVVM', 'Fragments']"
"['project manager', 'assistant project manager']","['Budgeting', 'Documentation', 'Reporting', 'A/B Testing', 'Time Management', 'Google Analytics', 'Performance Metrics', 'Presentation', 'Risk Management', 'Project Planning', 'Stakeholder Management', 'Team Coordination', 'User Research', 'Scope Management', 'Wireframing', 'MS Project', 'Scheduling']"
"['assistant project manager', 'agile project lead']","['Customer Retention', 'Time Management', 'User Research', 'Google Analytics', 'Performance Metrics', 'Project Planning', 'Communication', 'Wireframing', 'Budgeting', 'Issue Tracking', 'Team Coordination', 'A/B Testing', 'Scheduling', 'Presentation']"
['mobile application developer'],"['Performance Optimization', 'UI Design', 'React Native', 'Kotlin', 'Android SDK', 'Testing', 'App Lifecycle', 'XML', 'Bug Fixing', 'Version Control', 'Retrofit', 'Glide']"
"['android developer', 'android intern']","['Bug Fixing', 'Glide', 'Version Control', 'Firebase', 'Java', 'Play Store Deployment', 'Android SDK', 'Testing', 'Retrofit', 'UI Design', 'Kotlin', 'MVVM']"
['assistant project manager'],"['Presentation', 'Budgeting', 'Risk Management', 'Team Coordination', 'Customer Retention', 'User Research', 'A/B Testing', 'Google Analytics', 'Wireframing', 'Performance Metrics', 'Scope Management', 'Issue Tracking']"
['software engineer'],"['System Design', 'Terraform', 'Data Structures', 'Object-Oriented Design', 'Version Control', 'Infrastructure as Code', 'Algorithms', 'Debugging', 'Golang', 'Code Review', 'Programming', 'ETL Pipelines', 'Databases', 'Deployment']"
